ORF_ID,Original_Score,Modified_Score,Length,Status
NZ_CP009187.1_858863,1017.6347,1696.0579,1209,TP
NZ_CP009187.1_865850,1096.4874,1827.4790,1584,TP
NZ_CP009187.1_885836,409.8319,683.0531,810,TP
NZ_CP009187.1_892265,666.0995,1110.1659,1008,TP
NZ_CP009187.1_894971,349.1865,581.9775,657,TP
NZ_CP009187.1_904904,77.9833,129.9721,183,TP
NZ_CP009187.1_907337,413.5964,689.3273,681,TP
NZ_CP009187.1_908180,205.5870,342.6451,303,TP
NZ_CP009187.1_918911,303.9694,506.6157,642,TP
NZ_CP009187.1_931577,86.8548,144.7579,357,TP
NZ_CP009187.1_933002,583.8907,973.1511,1029,TP
NZ_CP009187.1_953726,1029.4398,1715.7330,1194,TP
NZ_CP009187.1_960341,1815.8636,3026.4395,2271,TP
NZ_CP009187.1_967343,274.8559,458.0932,390,TP
NZ_CP009187.1_968423,1408.6060,2347.6765,1821,TP
NZ_CP009187.1_972545,807.8950,1346.4916,1161,TP
NZ_CP009187.1_973805,186.3283,310.5472,489,TP
NZ_CP009187.1_976871,817.8885,1363.1475,1332,TP
NZ_CP009187.1_988739,1310.3226,2183.8711,1122,TP
NZ_CP009187.1_1002440,153.4738,255.7897,264,TP
NZ_CP009187.1_1005851,640.4991,1067.4985,711,TP
NZ_CP009187.1_1016819,76.5572,127.5953,231,TP
NZ_CP009187.1_1021343,125.0708,208.4514,300,TP
NZ_CP009187.1_1029512,546.5051,910.8419,1065,TP
NZ_CP009187.1_1060655,917.6377,1529.3961,999,TP
NZ_CP009187.1_1083746,1835.8015,3059.6692,2004,TP
NZ_CP009187.1_1088492,1792.7384,2987.8972,1683,TP
NZ_CP009187.1_1108577,286.6312,477.7186,594,TP
NZ_CP009187.1_1114172,94.6809,157.8016,210,TP
NZ_CP009187.1_1114385,72.6703,121.1171,393,TP
NZ_CP009187.1_1116530,271.7257,452.8762,597,TP
NZ_CP009187.1_1122221,694.5362,1157.5603,1287,TP
NZ_CP009187.1_1125443,2153.7239,3589.5398,1560,TP
NZ_CP009187.1_1148426,808.4856,1347.4760,681,TP
NZ_CP009187.1_1160543,186.8517,311.4195,285,TP
NZ_CP009187.1_1161296,935.8791,1559.7985,1176,TP
NZ_CP009187.1_1178603,52.9103,88.1839,165,TP
NZ_CP009187.1_1185740,1365.1390,2275.2317,1083,TP
NZ_CP009187.1_1194269,741.6439,1236.0731,774,TP
NZ_CP009187.1_1205303,400.9772,668.2953,495,TP
NZ_CP009187.1_1209755,554.7842,924.6403,729,TP
NZ_CP009187.1_1219247,721.9882,1203.3137,939,TP
NZ_CP009187.1_1225262,505.9633,843.2722,882,TP
NZ_CP009187.1_1229390,1267.9467,2113.2444,1158,TP
NZ_CP009187.1_1230659,148.6757,247.7929,312,TP
NZ_CP009187.1_1232843,1093.0657,1821.7761,1113,TP
NZ_CP009187.1_1233965,136.5880,227.6467,258,TP
NZ_CP009187.1_1235456,459.7978,766.3297,639,TP
NZ_CP009187.1_1237208,555.7318,926.2197,984,TP
NZ_CP009187.1_1241114,85.1076,141.8459,276,TP
NZ_CP009187.1_1249931,1421.6735,2369.4558,1473,TP
NZ_CP009187.1_1259066,2722.8372,4538.0620,2280,TP
NZ_CP009187.1_1265471,505.2340,842.0566,1017,TP
NZ_CP009187.1_1272035,91.1538,151.9230,132,TP
NZ_CP009187.1_1279997,474.0340,790.0567,849,TP
NZ_CP009187.1_1299821,166.4362,277.3936,303,TP
NZ_CP009187.1_1305668,112.8617,188.1028,333,TP
NZ_CP009187.1_1327688,1609.3431,2682.2385,1617,TP
NZ_CP009187.1_1360154,1662.2889,2770.4814,1647,TP
NZ_CP009187.1_1362722,457.3116,762.1860,639,TP
NZ_CP009187.1_1363502,773.8136,1289.6893,675,TP
NZ_CP009187.1_1370291,269.6607,449.4345,534,TP
NZ_CP009187.1_1371776,917.0430,1528.4049,1173,TP
NZ_CP009187.1_1372961,765.7455,1276.2424,1236,TP
NZ_CP009187.1_1374860,1100.1210,1833.5349,1308,TP
NZ_CP009187.1_1388684,106.6438,177.7397,294,TP
NZ_CP009187.1_1389356,4454.8506,7424.7510,3696,TP
NZ_CP009187.1_1393193,489.4467,815.7444,789,TP
NZ_CP009187.1_1404716,1560.6327,2601.0544,1368,TP
NZ_CP009187.1_1409483,222.0416,370.0693,450,TP
NZ_CP009187.1_1413959,2348.2798,3913.7996,1881,TP
NZ_CP009187.1_1420409,2525.1914,4208.6523,1896,TP
NZ_CP009187.1_1425437,294.7470,491.2450,507,TP
NZ_CP009187.1_1433432,1634.4059,2724.0098,1839,TP
NZ_CP009187.1_1445498,212.1307,353.5511,336,TP
NZ_CP009187.1_1477133,540.1134,900.1890,498,TP
NZ_CP009187.1_1492319,1855.2014,3092.0022,2067,TP
NZ_CP009187.1_1497194,1274.1890,2123.6482,1995,TP
NZ_CP009187.1_1508183,265.6608,442.7680,363,TP
NZ_CP009187.1_1511972,276.4733,460.7888,633,TP
NZ_CP009187.1_1519199,371.5612,619.2687,786,TP
NZ_CP009187.1_1521884,1193.7107,1989.5178,2148,TP
NZ_CP009187.1_1525292,557.2659,928.7764,924,TP
NZ_CP009187.1_1533947,382.0497,636.7495,663,TP
NZ_CP009187.1_1551227,1255.0475,2091.7458,1290,TP
NZ_CP009187.1_1568108,1337.8456,2229.7427,1479,TP
NZ_CP009187.1_1574111,152.9396,254.8993,402,TP
NZ_CP009187.1_1574849,864.2546,1440.4243,960,TP
NZ_CP009187.1_1575833,708.3716,1180.6194,963,TP
NZ_CP009187.1_1602320,1647.4666,2745.7776,1608,TP
NZ_CP009187.1_1603931,747.6606,1246.1011,828,TP
NZ_CP009187.1_1616960,151.7268,252.8780,426,TP
NZ_CP009187.1_1623713,625.6696,1042.7827,744,TP
NZ_CP009187.1_1625417,1503.6742,2506.1235,1545,TP
NZ_CP009187.1_1628096,2600.4031,4334.0049,2103,TP
NZ_CP009187.1_1639673,794.6805,1324.4674,987,TP
NZ_CP009187.1_1643318,1011.3083,1685.5139,942,TP
NZ_CP009187.1_1644362,1451.3005,2418.8342,1776,TP
NZ_CP009187.1_1663214,3693.0715,6155.1191,2832,TP
NZ_CP009187.1_1690133,130.4924,217.4873,213,TP
NZ_CP009187.1_1690355,78.8549,131.4249,303,TP
NZ_CP009187.1_1741211,862.4289,1437.3815,981,TP
NZ_CP009187.1_1767134,1994.2747,3323.7910,2298,TP
NZ_CP009187.1_1769435,2243.8416,3739.7358,2166,TP
NZ_CP009187.1_1774859,183.0318,305.0529,450,TP
NZ_CP009187.1_1793996,383.9276,639.8793,711,TP
NZ_CP009187.1_1799072,450.6116,751.0193,411,TP
NZ_CP009187.1_1825997,366.4929,610.8214,588,TP
NZ_CP009187.1_1840571,954.1735,1590.2892,1671,TP
NZ_CP009187.1_1846715,143.7982,239.6637,258,TP
NZ_CP009187.1_1846988,838.3024,1397.1707,1470,TP
NZ_CP009187.1_1854398,663.3848,1105.6414,1056,TP
NZ_CP009187.1_1896875,912.3537,1520.5895,1332,TP
NZ_CP009187.1_1929785,1151.1754,1918.6256,1671,TP
NZ_CP009187.1_1947029,223.8840,373.1400,390,TP
NZ_CP009187.1_1953863,306.8753,511.4589,771,TP
NZ_CP009187.1_1959242,320.5466,534.2443,549,TP
NZ_CP009187.1_1962227,2109.6345,3516.0574,1959,TP
NZ_CP009187.1_1977968,1375.2905,2292.1509,1599,TP
NZ_CP009187.1_1981613,2524.1167,4206.8608,3162,TP
NZ_CP009187.1_1995053,496.8787,828.1311,789,TP
NZ_CP009187.1_2047022,89.3924,148.9874,327,TP
NZ_CP009187.1_2054156,760.2345,1267.0575,1203,TP
NZ_CP009187.1_2055680,174.2664,290.4441,432,TP
NZ_CP009187.1_2062808,2181.4392,3635.7319,1920,TP
NZ_CP009187.1_2080700,1385.2117,2308.6860,1887,TP
NZ_CP009187.1_2082602,1282.4840,2137.4734,2034,TP
NZ_CP009187.1_2087648,118.2631,197.1052,264,TP
NZ_CP009187.1_2090717,1135.5969,1892.6615,1368,TP
NZ_CP009187.1_2095217,693.7972,1156.3287,951,TP
NZ_CP009187.1_2104145,523.8746,873.1243,678,TP
NZ_CP009187.1_2121494,238.2263,397.0439,390,TP
NZ_CP009187.1_2132369,578.2027,963.6711,834,TP
NZ_CP009187.1_2133230,212.9418,354.9030,462,TP
NZ_CP009187.1_2134889,802.3289,1337.2148,978,TP
NZ_CP009187.1_2146244,961.2801,1602.1334,1389,TP
NZ_CP009187.1_2152424,164.1354,273.5591,471,TP
NZ_CP009187.1_2153234,145.4631,242.4385,465,TP
NZ_CP009187.1_2153888,2345.0540,3908.4231,2223,TP
NZ_CP009187.1_2156705,234.4048,390.6746,594,TP
NZ_CP009187.1_2171060,202.4096,337.3494,465,TP
NZ_CP009187.1_2178956,324.5611,540.9351,480,TP
NZ_CP009187.1_2181917,404.6789,674.4648,525,TP
NZ_CP009187.1_2194643,81.2386,135.3976,330,TP
NZ_CP009187.1_2198417,50.0992,83.4987,183,TP
NZ_CP009187.1_2203973,119.3617,198.9361,252,TP
NZ_CP009187.1_2205581,951.2784,1585.4640,1221,TP
NZ_CP009187.1_2227907,164.8721,274.7869,654,TP
NZ_CP009187.1_2228990,392.3650,653.9417,912,TP
NZ_CP009187.1_2233295,219.3298,365.5497,342,TP
NZ_CP009187.1_2233880,113.3456,188.9094,336,TP
NZ_CP009187.1_2234642,142.8127,238.0211,249,TP
NZ_CP009187.1_2234990,2243.5137,3739.1895,2316,TP
NZ_CP009187.1_2237627,115.7594,192.9323,357,TP
NZ_CP009187.1_2249477,1114.6946,1857.8242,1497,TP
NZ_CP009187.1_2250995,529.7841,882.9735,888,TP
NZ_CP009187.1_2256083,130.3947,217.3244,345,TP
NZ_CP009187.1_2280239,688.0826,1146.8043,843,TP
NZ_CP009187.1_2283722,735.9203,1226.5339,1074,TP
NZ_CP009187.1_2285627,539.5599,899.2665,903,TP
NZ_CP009187.1_2287883,395.0406,658.4009,798,TP
NZ_CP009187.1_2289281,144.2355,240.3924,351,TP
NZ_CP009187.1_2316680,345.7282,576.2136,405,TP
NZ_CP009187.1_2328221,465.3195,775.5326,756,TP
NZ_CP009187.1_2330213,493.9245,823.2075,750,TP
NZ_CP009187.1_2353364,783.3273,1305.5454,951,TP
NZ_CP009187.1_2368982,526.2328,877.0547,747,TP
NZ_CP009187.1_2374460,2360.6011,3934.3350,1830,TP
NZ_CP009187.1_2377469,614.4783,1024.1304,843,TP
NZ_CP009187.1_2382488,4178.1108,6963.5181,3579,TP
NZ_CP009187.1_2402192,124.1493,206.9155,318,TP
NZ_CP009187.1_2406839,297.6906,496.1509,777,TP
NZ_CP009187.1_2408384,1465.6855,2442.8091,1140,TP
NZ_CP009187.1_2410637,1212.6313,2021.0522,1485,TP
NZ_CP009187.1_2414933,1005.3401,1675.5668,1461,TP
NZ_CP009187.1_2417471,1590.3312,2650.5520,1533,TP
NZ_CP009187.1_2420630,930.3582,1550.5969,1035,TP
NZ_CP009187.1_2427083,514.3571,857.2618,1155,TP
NZ_CP009187.1_2429426,281.4352,469.0586,432,TP
NZ_CP009187.1_2439281,412.2472,687.0786,600,TP
NZ_CP009187.1_2440331,1488.1761,2480.2935,1389,TP
NZ_CP009187.1_2441810,239.3351,398.8918,507,TP
NZ_CP009187.1_2442326,461.4550,769.0917,888,TP
NZ_CP009187.1_2444585,492.2009,820.3348,744,TP
NZ_CP009187.1_2462147,379.6584,632.7639,900,TP
NZ_CP009187.1_2463659,819.5222,1365.8702,1092,TP
NZ_CP009187.1_2467052,1160.8745,1934.7908,975,TP
NZ_CP009187.1_2468930,249.6736,416.1226,357,TP
NZ_CP009187.1_2469386,602.0756,1003.4592,1077,TP
NZ_CP009187.1_2479922,1603.6184,2672.6973,1779,TP
NZ_CP009187.1_2486993,251.5123,419.1872,423,TP
NZ_CP009187.1_2493836,1001.2994,1668.8324,1563,TP
NZ_CP009187.1_2502734,694.4857,1157.4762,738,TP
NZ_CP009187.1_2510714,217.5361,362.5602,462,TP
NZ_CP009187.1_2524784,350.4444,584.0739,570,TP
NZ_CP009187.1_2528519,153.8031,256.3385,456,TP
NZ_CP009187.1_2530835,1455.6892,2426.1487,1062,TP
NZ_CP009187.1_2536571,989.3110,1648.8516,1779,TP
NZ_CP009187.1_2549123,453.1813,755.3022,906,TP
NZ_CP009187.1_2554937,390.1974,650.3290,939,TP
NZ_CP009187.1_2558876,369.0271,615.0452,693,TP
NZ_CP009187.1_2574095,627.3859,1045.6432,924,TP
NZ_CP009187.1_2585051,397.3433,662.2388,855,TP
NZ_CP009187.1_2587286,1232.1897,2053.6494,1518,TP
NZ_CP009187.1_2592722,1104.8800,1841.4667,1431,TP
NZ_CP009187.1_2611868,356.1319,593.5532,1119,TP
NZ_CP009187.1_2620532,1932.8008,3221.3345,1920,TP
NZ_CP009187.1_2625887,181.1667,301.9444,285,TP
NZ_CP009187.1_2632922,426.1490,710.2482,1176,TP
NZ_CP009187.1_2648363,462.5935,770.9892,534,TP
NZ_CP009187.1_2648915,777.0414,1295.0691,1059,TP
NZ_CP009187.1_2650244,737.3801,1228.9668,1314,TP
NZ_CP009187.1_2655608,303.8787,506.4645,507,TP
NZ_CP009187.1_2656214,294.6318,491.0530,216,TP
NZ_CP009187.1_2657699,4161.2837,6935.4727,4371,TP
NZ_CP009187.1_2667254,2907.9709,4846.6182,3015,TP
NZ_CP009187.1_2671592,4860.8662,8101.4434,4245,TP
NZ_CP009187.1_2682014,1130.5265,1884.2108,1173,TP
NZ_CP009187.1_2683247,214.6408,357.7347,465,TP
NZ_CP009187.1_2694980,1144.0608,1906.7679,819,TP
NZ_CP009187.1_2708309,1566.1404,2610.2339,1656,TP
NZ_CP009187.1_2712890,466.8431,778.0719,894,TP
NZ_CP009187.1_2714123,660.5330,1100.8882,1227,TP
NZ_CP009187.1_2716394,389.8929,649.8215,744,TP
NZ_CP009187.1_2717795,304.5633,507.6055,381,TP
NZ_CP009187.1_2727335,288.4335,480.7225,585,TP
NZ_CP009187.1_2728436,50.3329,83.8882,411,TP
NZ_CP009187.1_2729114,1075.3956,1792.3260,1446,TP
NZ_CP009187.1_2738246,994.4405,1657.4008,1440,TP
NZ_CP009187.1_2740046,259.5896,432.6493,315,TP
NZ_CP009187.1_2742122,3490.8152,5818.0254,2862,TP
NZ_CP009187.1_2747594,2551.9910,4253.3184,2661,TP
NZ_CP009187.1_2750312,994.2131,1657.0217,1260,TP
NZ_CP009187.1_2753624,1501.8606,2503.1008,1122,TP
NZ_CP009187.1_2763890,1480.2133,2467.0220,1401,TP
NZ_CP009187.1_2767670,295.8738,493.1230,480,TP
NZ_CP009187.1_2777387,6711.0420,11185.0693,4875,TP
NZ_CP009187.1_2789279,1456.2109,2427.0181,1743,TP
NZ_CP009187.1_2795300,1210.5604,2017.6007,2085,TP
NZ_CP009187.1_2797466,2612.3655,4353.9424,3342,TP
NZ_CP009187.1_2806322,63.9030,106.5049,207,TP
NZ_CP009187.1_2813726,1055.6281,1759.3800,1185,TP
NZ_CP009187.1_2819123,594.8862,991.4771,747,TP
NZ_CP009187.1_2828555,1228.0045,2046.6742,1248,TP
NZ_CP009187.1_2834108,1715.8353,2859.7256,1227,TP
NZ_CP009187.1_2837387,161.4531,269.0885,228,TP
NZ_CP009187.1_2838128,1037.1223,1728.5371,1413,TP
NZ_CP009187.1_2854682,100.8223,168.0371,225,TP
NZ_CP009187.1_2854937,3573.6311,5956.0518,2844,TP
NZ_CP009187.1_2858726,591.7903,986.3171,564,TP
NZ_CP009187.1_2859299,836.5475,1394.2458,1119,TP
NZ_CP009187.1_2861147,403.0749,671.7914,444,TP
NZ_CP009187.1_2870774,267.2426,445.4042,420,TP
NZ_CP009187.1_2893463,714.8525,1191.4209,945,TP
NZ_CP009187.1_2902508,663.2716,1105.4526,1023,TP
NZ_CP009187.1_2924816,335.7326,559.5543,567,TP
NZ_CP009187.1_2930804,1338.2589,2230.4314,756,TP
NZ_CP009187.1_2931692,410.4261,684.0436,597,TP
NZ_CP009187.1_2940608,397.8904,663.1506,588,TP
NZ_CP009187.1_2943599,1380.2966,2300.4944,1386,TP
NZ_CP009187.1_2945846,316.5590,527.5983,441,TP
NZ_CP009187.1_2947883,267.8794,446.4657,675,TP
NZ_CP009187.1_2951321,712.4665,1187.4441,1182,TP
NZ_CP009187.1_2958908,124.5806,207.6344,282,TP
NZ_CP009187.1_2959334,343.5454,572.5756,486,TP
NZ_CP009187.1_2965025,150.9171,251.5285,333,TP
NZ_CP009187.1_2973794,1169.5763,1949.2938,1440,TP
NZ_CP009187.1_2975927,169.6748,282.7913,492,TP
NZ_CP009187.1_2991932,561.1213,935.2022,696,TP
NZ_CP009187.1_3004034,584.4695,974.1159,714,TP
NZ_CP009187.1_3007235,1562.8256,2604.7092,1974,TP
NZ_CP009187.1_3013682,220.8870,368.1450,465,TP
NZ_CP009187.1_3024269,595.6532,992.7553,1059,TP
NZ_CP009187.1_3032519,1572.4559,2620.7598,2100,TP
NZ_CP009187.1_3038930,709.2543,1182.0906,870,TP
NZ_CP009187.1_3039824,496.9448,828.2413,945,TP
NZ_CP009187.1_3052022,894.4360,1490.7266,1167,TP
NZ_CP009187.1_3058601,272.9183,454.8638,600,TP
NZ_CP009187.1_3064514,1806.5557,3010.9260,1677,TP
NZ_CP009187.1_3066221,717.9818,1196.6362,903,TP
NZ_CP009187.1_3070169,230.6670,384.4450,417,TP
NZ_CP009187.1_3070874,243.1756,405.2927,396,TP
NZ_CP009187.1_3073679,653.2274,1088.7123,801,TP
NZ_CP009187.1_3075587,628.6118,1047.6863,783,TP
NZ_CP009187.1_3085712,198.8283,331.3805,471,TP
NZ_CP009187.1_3090338,3657.0854,6095.1421,2259,TP
NZ_CP009187.1_3098963,1158.0022,1930.0037,1206,TP
NZ_CP009187.1_3103256,437.2742,728.7903,684,TP
NZ_CP009187.1_3126239,753.1874,1255.3124,1128,TP
NZ_CP009187.1_3128252,624.1940,1040.3234,711,TP
NZ_CP009187.1_3128972,346.8732,578.1220,375,TP
NZ_CP009187.1_3136619,231.3375,385.5626,393,TP
NZ_CP009187.1_3138098,1004.8007,1674.6678,1083,TP
NZ_CP009187.1_3140486,568.5599,947.5998,828,TP
NZ_CP009187.1_3153038,2181.6306,3636.0510,1593,TP
NZ_CP009187.1_3157520,383.5549,639.2581,624,TP
NZ_CP009187.1_3169355,1248.3613,2080.6021,1368,TP
NZ_CP009187.1_3171626,1449.2589,2415.4314,1374,TP
NZ_CP009187.1_3173159,658.8368,1098.0613,858,TP
NZ_CP009187.1_3178457,980.0283,1633.3805,855,TP
NZ_CP009187.1_3181769,820.6335,1367.7225,1242,TP
NZ_CP009187.1_3190700,554.1363,923.5605,921,TP
NZ_CP009187.1_3194165,686.2975,1143.8291,1380,TP
NZ_CP009187.1_3199118,833.6123,1389.3538,864,TP
NZ_CP009187.1_3204380,640.8297,1068.0494,852,TP
NZ_CP009187.1_3207941,294.5298,490.8830,387,TP
NZ_CP009187.1_3209405,1726.4551,2877.4250,2340,TP
NZ_CP009187.1_3211802,234.7751,391.2917,306,TP
NZ_CP009187.1_3212969,492.8411,821.4018,885,TP
NZ_CP009187.1_3213911,305.4280,509.0466,342,TP
NZ_CP009187.1_3217154,308.0944,513.4907,489,TP
NZ_CP009187.1_3217826,223.9686,373.2810,420,TP
NZ_CP009187.1_3234188,3293.5264,5489.2104,3618,TP
NZ_CP009187.1_3238085,533.0641,888.4402,414,TP
NZ_CP009187.1_3239828,564.5059,940.8431,723,TP
NZ_CP009187.1_3297836,1052.6718,1754.4529,2118,TP
NZ_CP009187.1_3306665,256.2377,427.0628,726,TP
NZ_CP009187.1_3313772,750.1578,1250.2629,1350,TP
NZ_CP009187.1_3318329,381.4836,635.8060,486,TP
NZ_CP009187.1_3323708,536.4328,894.0546,768,TP
NZ_CP009187.1_3324572,854.7303,1424.5505,1131,TP
NZ_CP009187.1_3332786,708.4828,1180.8046,1002,TP
NZ_CP009187.1_3337994,1078.9320,1798.2200,1005,TP
NZ_CP009187.1_3343175,316.9127,528.1878,645,TP
NZ_CP009187.1_3350273,538.0075,896.6791,798,TP
NZ_CP009187.1_3352457,847.4211,1412.3685,1011,TP
NZ_CP009187.1_3356732,106.3447,177.2411,201,TP
NZ_CP009187.1_3357224,52.4318,87.3864,195,TP
NZ_CP009187.1_3360623,408.3278,680.5463,507,TP
NZ_CP009187.1_3368822,903.8315,1506.3859,1032,TP
NZ_CP009187.1_3378710,179.4490,299.0817,291,TP
NZ_CP009187.1_3380678,141.3383,235.5638,315,TP
NZ_CP009187.1_3382784,761.5366,1269.2277,1104,TP
NZ_CP009187.1_3387074,1163.4449,1939.0748,957,TP
NZ_CP009187.1_3401054,661.1510,1101.9183,864,TP
NZ_CP009187.1_3403199,1535.2891,2558.8149,1722,TP
NZ_CP009187.1_3409508,1590.7981,2651.3301,1575,TP
NZ_CP009187.1_3429824,179.5518,299.2529,426,TP
NZ_CP009187.1_3431978,1431.5280,2385.8799,1644,TP
NZ_CP009187.1_3436328,205.8679,343.1132,357,TP
NZ_CP009187.1_3442655,5397.8882,8996.4805,3333,TP
NZ_CP009187.1_3461759,621.7960,1036.3265,1005,TP
NZ_CP009187.1_3471851,838.2780,1397.1300,927,TP
NZ_CP009187.1_3490475,318.9053,531.5088,1176,TP
NZ_CP009187.1_3497528,1483.4293,2472.3821,1737,TP
NZ_CP009187.1_3509117,364.7192,607.8654,429,TP
NZ_CP009187.1_3527390,1249.5251,2082.5417,1773,TP
NZ_CP009187.1_3529337,376.2855,627.1425,642,TP
NZ_CP009187.1_3531641,571.9228,953.2047,1272,TP
NZ_CP009187.1_3533912,304.1647,506.9411,483,TP
NZ_CP009187.1_3535430,539.9820,899.9700,627,TP
NZ_CP009187.1_3541442,248.0410,413.4017,603,TP
NZ_CP009187.1_3544343,581.0219,968.3698,957,TP
NZ_CP009187.1_3569108,1752.1877,2920.3127,2103,TP
NZ_CP009187.1_3571601,530.3533,883.9221,942,TP
NZ_CP009187.1_3598352,264.9866,441.6443,552,TP
NZ_CP009187.1_3605750,1036.4357,1727.3927,1284,TP
NZ_CP009187.1_3608363,331.8378,553.0630,510,TP
NZ_CP009187.1_3617681,3888.9265,6481.5439,2850,TP
NZ_CP009187.1_3620609,432.5662,720.9437,645,TP
NZ_CP009187.1_3621569,250.8013,418.0021,642,TP
NZ_CP009187.1_3630383,113.5479,189.2465,183,TP
NZ_CP009187.1_3630737,1137.5176,1895.8625,1251,TP
NZ_CP009187.1_3632096,1292.1337,2153.5562,1488,TP
NZ_CP009187.1_3638810,155.8139,259.6898,441,TP
NZ_CP009187.1_3644897,972.4139,1620.6898,1080,TP
NZ_CP009187.1_3658634,1059.5546,1765.9242,1290,TP
NZ_CP009187.1_3660650,304.1290,506.8816,519,TP
NZ_CP009187.1_3661211,531.9219,886.5364,801,TP
NZ_CP009187.1_3682109,521.7599,869.5999,915,TP
NZ_CP009187.1_3685982,677.9556,1129.9260,918,TP
NZ_CP009187.1_3692804,1019.0807,1698.4679,1185,TP
NZ_CP009187.1_3700355,70.4103,117.3505,171,TP
NZ_CP009187.1_3703463,205.4987,342.4979,402,TP
NZ_CP009187.1_3708437,267.2085,445.3474,615,TP
NZ_CP009187.1_3713393,683.1147,1138.5244,939,TP
NZ_CP009187.1_3719936,327.7044,546.1741,846,TP
NZ_CP009187.1_3721730,630.5291,1050.8818,870,TP
NZ_CP009187.1_3755327,70.6658,117.7763,288,TP
NZ_CP009187.1_3755951,17478.6250,29131.0410,11151,TP
NZ_CP009187.1_3767345,292.1301,486.8835,690,TP
NZ_CP009187.1_3773015,221.8970,369.8284,552,TP
NZ_CP009187.1_3773573,433.3810,722.3017,582,TP
NZ_CP009187.1_3790847,549.1085,915.1807,1506,TP
NZ_CP009187.1_3793256,781.9747,1303.2911,1611,TP
NZ_CP009187.1_3799634,199.5438,332.5729,276,TP
NZ_CP009187.1_3803918,780.2378,1300.3962,873,TP
NZ_CP009187.1_3809441,1027.5057,1712.5095,1584,TP
NZ_CP009187.1_3820652,818.8422,1364.7371,1239,TP
NZ_CP009187.1_3828782,1085.4775,1809.1292,1128,TP
NZ_CP009187.1_3832145,489.8399,816.3998,900,TP
NZ_CP009187.1_3833693,398.4131,664.0219,828,TP
NZ_CP009187.1_3835271,2046.5787,3410.9646,1620,TP
NZ_CP009187.1_3837554,885.2943,1475.4904,1035,TP
NZ_CP009187.1_3839690,358.5144,597.5239,507,TP
NZ_CP009187.1_3853214,487.2052,812.0086,714,TP
NZ_CP009187.1_3859664,114.7436,191.2394,312,TP
NZ_CP009187.1_3861494,310.1737,516.9561,456,TP
NZ_CP009187.1_3862946,161.8030,269.6716,318,TP
NZ_CP009187.1_3864527,2601.0605,4335.1006,3711,TP
NZ_CP009187.1_3877463,1300.0260,2166.7100,1044,TP
NZ_CP009187.1_3879272,206.5787,344.2978,420,TP
NZ_CP009187.1_3879695,254.2100,423.6833,375,TP
NZ_CP009187.1_3892370,1100.7789,1834.6315,1350,TP
NZ_CP009187.1_3906173,401.4238,669.0397,1131,TP
NZ_CP009187.1_3910946,451.7032,752.8386,729,TP
NZ_CP009187.1_3913379,1088.0094,1813.3490,1155,TP
NZ_CP009187.1_3920096,589.8422,983.0703,765,TP
NZ_CP009187.1_3921086,837.6807,1396.1344,954,TP
NZ_CP009187.1_3922064,116.7193,194.5322,192,TP
NZ_CP009187.1_3938420,560.5775,934.2957,837,TP
NZ_CP009187.1_3956324,868.5233,1447.5387,1032,TP
NZ_CP009187.1_3961799,303.8786,506.4643,525,TP
NZ_CP009187.1_3964478,246.4194,410.6990,714,TP
NZ_CP009187.1_3967037,678.4084,1130.6807,783,TP
NZ_CP009187.1_3972551,1227.0044,2045.0073,1041,TP
NZ_CP009187.1_3974510,1048.5101,1747.5168,786,TP
NZ_CP009187.1_3981044,846.1652,1410.2754,936,TP
NZ_CP009187.1_3984143,1263.7489,2106.2480,1254,TP
NZ_CP009187.1_3994829,584.3309,973.8848,870,TP
NZ_CP009187.1_3997028,414.6207,691.0345,603,TP
NZ_CP009187.1_4007330,637.6047,1062.6744,852,TP
NZ_CP009187.1_4010195,695.5466,1159.2443,876,TP
NZ_CP009187.1_4021424,469.1089,781.8481,969,TP
NZ_CP009187.1_4022393,978.7242,1631.2070,1410,TP
NZ_CP009187.1_4024343,428.7180,714.5301,696,TP
NZ_CP009187.1_4036730,803.9370,1339.8950,1320,TP
NZ_CP009187.1_4041422,943.3613,1572.2688,1518,TP
NZ_CP009187.1_4043861,316.4051,527.3417,420,TP
NZ_CP009187.1_4047704,287.2068,478.6780,477,TP
NZ_CP009187.1_4054811,123.7118,206.1864,312,TP
NZ_CP009187.1_4059983,199.1185,331.8641,285,TP
NZ_CP009187.1_4063253,481.2245,802.0408,651,TP
NZ_CP009187.1_4065899,1045.6592,1742.7653,1386,TP
NZ_CP009187.1_4079924,335.0395,558.3992,636,TP
NZ_CP009187.1_4088327,114.5426,190.9043,204,TP
NZ_CP009187.1_4095323,138.2397,230.3995,207,TP
NZ_CP009187.1_4095539,248.3954,413.9924,603,TP
NZ_CP009187.1_4102031,1024.5449,1707.5748,1647,TP
NZ_CP009187.1_4104530,715.4488,1192.4147,927,TP
NZ_CP009187.1_4112321,886.7089,1477.8480,1194,TP
NZ_CP009187.1_4127294,794.3412,1323.9021,1431,TP
NZ_CP009187.1_4129322,196.7074,327.8456,369,TP
NZ_CP009187.1_4129892,339.1753,565.2921,465,TP
NZ_CP009187.1_4139804,185.8980,309.8300,438,TP
NZ_CP009187.1_4142747,872.7637,1454.6062,1173,TP
NZ_CP009187.1_4143950,979.4007,1632.3345,966,TP
NZ_CP009187.1_4146887,1092.6600,1821.1000,1299,TP
NZ_CP009187.1_4149590,57.3861,95.6435,321,TP
